d(1, 1) = 1.41421
d(3579, 3579) = 5061.47
d(3580, 3580) = 5062.88
d(3581, 3581) = 5064.3
d(3582, 3582) = 5065.71
d(3583, 3583) = 5067.13
d(3584, 3584) = 5068.54
d(3585, 3585) = 5069.96
d(3586, 3586) = 5071.37
d(3587, 3587) = 5072.78
d(3588, 3588) = 5074.2
d(3589, 3589) = 5075.61
d(3590, 3590) = 5077.03
d(3591, 3591) = 5078.44
d(3592, 3592) = 5079.86
d(3593, 3593) = 5081.27
d(3594, 3594) = 5082.68
d(3595, 3595) = 5084.1
d(3596, 3596) = 5085.51
d(3597, 3597) = 5086.93
d(3598, 3598) = 5088.34
d(3599, 3599) = 5089.75
d(3600, 3600) = 5091.17
d(3601, 3601) = 5092.58
d(3602, 3602) = 5094
d(3603, 3603) = 5095.41
d(3604, 3604) = 5096.83
d(3605, 3605) = 5098.24
d(3606, 3606) = 5099.65
d(3607, 3607) = 5101.07
d(3608, 3608) = 5102.48
d(3609, 3609) = 5103.9
d(3610, 3610) = 5105.31
d(3611, 3611) = 5106.73
d(3612, 3612) = 5108.14
d(3613, 3613) = 5109.55
d(3614, 3614) = 5110.97
d(3615, 3615) = 5112.38
d(3616, 3616) = 5113.8
d(3617, 3617) = 5115.21
d(3618, 3618) = 5116.62
d(3619, 3619) = 5118.04
d(3620, 3620) = 5119.45
d(3621, 3621) = 5120.87
d(3622, 3622) = 5122.28
d(3623, 3623) = 5123.7
d(3624, 3624) = 5125.11
d(3625, 3625) = 5126.52
d(3626, 3626) = 5127.94
d(3627, 3627) = 5129.35
d(3628, 3628) = 5130.77
d(3629, 3629) = 5132.18
d(3630, 3630) = 5133.6
d(3631, 3631) = 5135.01
d(3632, 3632) = 5136.42
d(3633, 3633) = 5137.84
d(3634, 3634) = 5139.25
d(3635, 3635) = 5140.67
d(3636, 3636) = 5142.08
d(3637, 3637) = 5143.49
d(3638, 3638) = 5144.91
d(3639, 3639) = 5146.32
d(3640, 3640) = 5147.74
d(3641, 3641) = 5149.15
d(3642, 3642) = 5150.57
d(3643, 3643) = 5151.98
d(3644, 3644) = 5153.39
d(3645, 3645) = 5154.81
d(3646, 3646) = 5156.22
d(3647, 3647) = 5157.64
d(3648, 3648) = 5159.05
d(3649, 3649) = 5160.47
d(3650, 3650) = 5161.88
d(3651, 3651) = 5163.29
d(3652, 3652) = 5164.71
d(3653, 3653) = 5166.12
d(3654, 3654) = 5167.54
d(3655, 3655) = 5168.95
d(3656, 3656) = 5170.36
d(3657, 3657) = 5171.78
d(3658, 3658) = 5173.19
d(3659, 3659) = 5174.61
d(3660, 3660) = 5176.02
d(3661, 3661) = 5177.44
d(3662, 3662) = 5178.85
d(3663, 3663) = 5180.26
d(3664, 3664) = 5181.68
d(3665, 3665) = 5183.09
d(3666, 3666) = 5184.51
d(3667, 3667) = 5185.92
d(3668, 3668) = 5187.34
d(3669, 3669) = 5188.75
d(3670, 3670) = 5190.16
d(3671, 3671) = 5191.58
d(3672, 3672) = 5192.99
d(3673, 3673) = 5194.41
d(3674, 3674) = 5195.82
d(3675, 3675) = 5197.23
d(3676, 3676) = 5198.65
d(3677, 3677) = 5200.06
d(3678, 3678) = 5201.48
d(3679, 3679) = 5202.89
d(3680, 3680) = 5204.31
d(3681, 3681) = 5205.72
d(3682, 3682) = 5207.13
d(3683, 3683) = 5208.55
d(3684, 3684) = 5209.96
d(3685, 3685) = 5211.38
d(3686, 3686) = 5212.79
d(3687, 3687) = 5214.21
d(3688, 3688) = 5215.62
d(3689, 3689) = 5217.03
d(3690, 3690) = 5218.45
d(3691, 3691) = 5219.86
d(3692, 3692) = 5221.28
d(3693, 3693) = 5222.69
d(3694, 3694) = 5224.1
d(3695, 3695) = 5225.52
d(3696, 3696) = 5226.93
d(3697, 3697) = 5228.35
d(3698, 3698) = 5229.76
d(3699, 3699) = 5231.18
d(3700, 3700) = 5232.59
d(3701, 3701) = 5234
d(3702, 3702) = 5235.42
d(3703, 3703) = 5236.83
d(3704, 3704) = 5238.25
d(3705, 3705) = 5239.66
d(3706, 3706) = 5241.08
d(3707, 3707) = 5242.49
d(3708, 3708) = 5243.9
d(3709, 3709) = 5245.32
d(3710, 3710) = 5246.73
d(3711, 3711) = 5248.15
d(3712, 3712) = 5249.56
d(3713, 3713) = 5250.97
d(3714, 3714) = 5252.39
d(3715, 3715) = 5253.8
d(3716, 3716) = 5255.22
d(3717, 3717) = 5256.63
d(3718, 3718) = 5258.05
d(3719, 3719) = 5259.46
d(3720, 3720) = 5260.87
d(3721, 3721) = 5262.29
d(3722, 3722) = 5263.7
d(3723, 3723) = 5265.12
d(3724, 3724) = 5266.53
d(3725, 3725) = 5267.95
d(3726, 3726) = 5269.36
d(3727, 3727) = 5270.77
d(3728, 3728) = 5272.19
d(3729, 3729) = 5273.6
d(3730, 3730) = 5275.02
d(3731, 3731) = 5276.43
d(3732, 3732) = 5277.85
d(3733, 3733) = 5279.26
d(3734, 3734) = 5280.67
d(3735, 3735) = 5282.09
d(3736, 3736) = 5283.5
d(3737, 3737) = 5284.92
d(3738, 3738) = 5286.33
d(3739, 3739) = 5287.74
d(3740, 3740) = 5289.16
d(3741, 3741) = 5290.57
d(3742, 3742) = 5291.99
d(3743, 3743) = 5293.4
d(3744, 3744) = 5294.82
d(3745, 3745) = 5296.23
d(3746, 3746) = 5297.64
d(3747, 3747) = 5299.06
d(3748, 3748) = 5300.47
d(3749, 3749) = 5301.89
d(3750, 3750) = 5303.3
d(3751, 3751) = 5304.72
d(3752, 3752) = 5306.13
d(3753, 3753) = 5307.54
d(3754, 3754) = 5308.96
d(3755, 3755) = 5310.37
d(3756, 3756) = 5311.79
d(3757, 3757) = 5313.2
d(3758, 3758) = 5314.61
d(3759, 3759) = 5316.03
d(3760, 3760) = 5317.44
d(3761, 3761) = 5318.86
d(3762, 3762) = 5320.27
d(3763, 3763) = 5321.69
d(3764, 3764) = 5323.1
d(3765, 3765) = 5324.51
d(3766, 3766) = 5325.93
d(3767, 3767) = 5327.34
d(3768, 3768) = 5328.76
d(3769, 3769) = 5330.17
d(3770, 3770) = 5331.59
d(3771, 3771) = 5333
d(3772, 3772) = 5334.41
d(3773, 3773) = 5335.83
d(3774, 3774) = 5337.24
d(3775, 3775) = 5338.66
d(3776, 3776) = 5340.07
d(3777, 3777) = 5341.48
d(3778, 3778) = 5342.9
d(3779, 3779) = 5344.31
d(3780, 3780) = 5345.73
d(3781, 3781) = 5347.14
d(3782, 3782) = 5348.56
d(3783, 3783) = 5349.97
d(3784, 3784) = 5351.38
d(3785, 3785) = 5352.8
d(3786, 3786) = 5354.21
d(3787, 3787) = 5355.63
d(3788, 3788) = 5357.04
d(3789, 3789) = 5358.46
d(3790, 3790) = 5359.87
d(3791, 3791) = 5361.28
d(3792, 3792) = 5362.7
d(3793, 3793) = 5364.11
d(3794, 3794) = 5365.53
d(3795, 3795) = 5366.94
d(3796, 3796) = 5368.35
d(3797, 3797) = 5369.77
d(3798, 3798) = 5371.18
d(3799, 3799) = 5372.6
d(3800, 3800) = 5374.01
d(3801, 3801) = 5375.43
d(3802, 3802) = 5376.84
d(3803, 3803) = 5378.25
d(3804, 3804) = 5379.67
d(3805, 3805) = 5381.08
d(3806, 3806) = 5382.5
d(3807, 3807) = 5383.91
d(3808, 3808) = 5385.33
d(3809, 3809) = 5386.74
d(3810, 3810) = 5388.15
d(3811, 3811) = 5389.57
d(3812, 3812) = 5390.98
d(3813, 3813) = 5392.4
d(3814, 3814) = 5393.81
d(3815, 3815) = 5395.22
d(3816, 3816) = 5396.64
d(3817, 3817) = 5398.05
d(3818, 3818) = 5399.47
d(3819, 3819) = 5400.88
d(3820, 3820) = 5402.3
d(3821, 3821) = 5403.71
d(3822, 3822) = 5405.12
d(3823, 3823) = 5406.54
d(3824, 3824) = 5407.95
d(3825, 3825) = 5409.37
d(3826, 3826) = 5410.78
d(3827, 3827) = 5412.2
d(3828, 3828) = 5413.61
d(3829, 3829) = 5415.02
d(3830, 3830) = 5416.44
d(3831, 3831) = 5417.85
d(3832, 3832) = 5419.27
d(3833, 3833) = 5420.68
d(3834, 3834) = 5422.09
d(3835, 3835) = 5423.51
d(3836, 3836) = 5424.92
d(3837, 3837) = 5426.34
d(3838, 3838) = 5427.75
d(3839, 3839) = 5429.17
d(3840, 3840) = 5430.58
d(3841, 3841) = 5431.99
d(3842, 3842) = 5433.41
d(3843, 3843) = 5434.82
d(3844, 3844) = 5436.24
d(3845, 3845) = 5437.65
d(3846, 3846) = 5439.07
d(3847, 3847) = 5440.48
d(3848, 3848) = 5441.89
d(3849, 3849) = 5443.31
d(3850, 3850) = 5444.72
d(3851, 3851) = 5446.14
d(3852, 3852) = 5447.55
d(3853, 3853) = 5448.96
d(3854, 3854) = 5450.38
d(3855, 3855) = 5451.79
d(3856, 3856) = 5453.21
d(3857, 3857) = 5454.62
d(3858, 3858) = 5456.04
d(3859, 3859) = 5457.45
d(3860, 3860) = 5458.86
d(3861, 3861) = 5460.28
d(3862, 3862) = 5461.69
d(3863, 3863) = 5463.11
d(3864, 3864) = 5464.52
d(3865, 3865) = 5465.94
d(3866, 3866) = 5467.35
d(3867, 3867) = 5468.76
d(3868, 3868) = 5470.18
d(3869, 3869) = 5471.59
d(3870, 3870) = 5473.01
d(3871, 3871) = 5474.42
d(3872, 3872) = 5475.83
d(3873, 3873) = 5477.25
d(3874, 3874) = 5478.66
d(3875, 3875) = 5480.08
d(3876, 3876) = 5481.49
d(3877, 3877) = 5482.91
d(3878, 3878) = 5484.32
d(3879, 3879) = 5485.73
d(3880, 3880) = 5487.15
d(3881, 3881) = 5488.56
d(3882, 3882) = 5489.98
d(3883, 3883) = 5491.39
d(3884, 3884) = 5492.81
d(3885, 3885) = 5494.22
d(3886, 3886) = 5495.63
d(3887, 3887) = 5497.05
d(3888, 3888) = 5498.46
d(3889, 3889) = 5499.88
d(3890, 3890) = 5501.29
d(3891, 3891) = 5502.7
d(3892, 3892) = 5504.12
d(3893, 3893) = 5505.53
d(3894, 3894) = 5506.95
d(3895, 3895) = 5508.36
d(3896, 3896) = 5509.78
d(3897, 3897) = 5511.19
d(3898, 3898) = 5512.6
d(3899, 3899) = 5514.02
d(3900, 3900) = 5515.43
d(3901, 3901) = 5516.85
d(3902, 3902) = 5518.26
d(3903, 3903) = 5519.68
d(3904, 3904) = 5521.09
d(3905, 3905) = 5522.5
d(3906, 3906) = 5523.92
d(3907, 3907) = 5525.33
d(3908, 3908) = 5526.75
d(3909, 3909) = 5528.16
d(3910, 3910) = 5529.58
d(3911, 3911) = 5530.99
d(3912, 3912) = 5532.4
d(3913, 3913) = 5533.82
d(3914, 3914) = 5535.23
d(3915, 3915) = 5536.65
d(3916, 3916) = 5538.06
d(3917, 3917) = 5539.47
d(3918, 3918) = 5540.89
d(3919, 3919) = 5542.3
d(3920, 3920) = 5543.72
d(3921, 3921) = 5545.13
d(3922, 3922) = 5546.55
d(3923, 3923) = 5547.96
d(3924, 3924) = 5549.37
d(3925, 3925) = 5550.79
d(3926, 3926) = 5552.2
d(3927, 3927) = 5553.62
d(3928, 3928) = 5555.03
d(3929, 3929) = 5556.45
d(3930, 3930) = 5557.86
d(3931, 3931) = 5559.27
d(3932, 3932) = 5560.69
d(3933, 3933) = 5562.1
d(3934, 3934) = 5563.52
d(3935, 3935) = 5564.93
d(3936, 3936) = 5566.34
d(3937, 3937) = 5567.76
d(3938, 3938) = 5569.17
d(3939, 3939) = 5570.59
d(3940, 3940) = 5572
d(3941, 3941) = 5573.42
d(3942, 3942) = 5574.83
d(3943, 3943) = 5576.24
d(3944, 3944) = 5577.66
d(3945, 3945) = 5579.07
d(3946, 3946) = 5580.49
d(3947, 3947) = 5581.9
d(3948, 3948) = 5583.32
d(3949, 3949) = 5584.73
d(3950, 3950) = 5586.14
d(3951, 3951) = 5587.56
d(3952, 3952) = 5588.97
d(3953, 3953) = 5590.39
d(3954, 3954) = 5591.8
d(3955, 3955) = 5593.21
d(3956, 3956) = 5594.63
d(3957, 3957) = 5596.04
d(3958, 3958) = 5597.46
d(3959, 3959) = 5598.87
d(3960, 3960) = 5600.29
d(3961, 3961) = 5601.7
d(3962, 3962) = 5603.11
d(3963, 3963) = 5604.53
d(3964, 3964) = 5605.94
d(3965, 3965) = 5607.36
d(3966, 3966) = 5608.77
d(3967, 3967) = 5610.19
d(3968, 3968) = 5611.6
d(3969, 3969) = 5613.01
d(3970, 3970) = 5614.43
d(3971, 3971) = 5615.84
d(3972, 3972) = 5617.26
d(3973, 3973) = 5618.67
d(3974, 3974) = 5620.08
d(3975, 3975) = 5621.5
d(3976, 3976) = 5622.91
d(3977, 3977) = 5624.33
d(3978, 3978) = 5625.74
d(3979, 3979) = 5627.16
d(3980, 3980) = 5628.57
d(3981, 3981) = 5629.98
d(3982, 3982) = 5631.4
d(3983, 3983) = 5632.81
d(3984, 3984) = 5634.23
d(3985, 3985) = 5635.64
d(3986, 3986) = 5637.06
d(3987, 3987) = 5638.47
d(3988, 3988) = 5639.88
d(3989, 3989) = 5641.3
d(3990, 3990) = 5642.71
d(3991, 3991) = 5644.13
d(3992, 3992) = 5645.54
d(3993, 3993) = 5646.95
d(3994, 3994) = 5648.37
d(3995, 3995) = 5649.78
d(3996, 3996) = 5651.2
d(3997, 3997) = 5652.61
d(3998, 3998) = 5654.03
d(3999, 3999) = 5655.44
d(4000, 4000) = 5656.85
d(4001, 4001) = 5658.27
d(4002, 4002) = 5659.68
d(4003, 4003) = 5661.1
d(4004, 4004) = 5662.51
d(4005, 4005) = 5663.93
d(4006, 4006) = 5665.34
d(4007, 4007) = 5666.75
d(4008, 4008) = 5668.17
d(4009, 4009) = 5669.58
d(4010, 4010) = 5671
d(4011, 4011) = 5672.41
d(4012, 4012) = 5673.82
d(4013, 4013) = 5675.24
d(4014, 4014) = 5676.65
d(4015, 4015) = 5678.07
d(4016, 4016) = 5679.48
d(4017, 4017) = 5680.9
d(4018, 4018) = 5682.31
d(4019, 4019) = 5683.72
d(4020, 4020) = 5685.14
d(4021, 4021) = 5686.55
d(4022, 4022) = 5687.97
d(4023, 4023) = 5689.38
d(4024, 4024) = 5690.8
d(4025, 4025) = 5692.21
d(4026, 4026) = 5693.62
d(4027, 4027) = 5695.04
d(4028, 4028) = 5696.45
d(4029, 4029) = 5697.87
d(4030, 4030) = 5699.28
d(4031, 4031) = 5700.69
d(4032, 4032) = 5702.11
d(4033, 4033) = 5703.52
d(4034, 4034) = 5704.94
d(4035, 4035) = 5706.35
d(4036, 4036) = 5707.77
d(4037, 4037) = 5709.18
d(4038, 4038) = 5710.59
d(4039, 4039) = 5712.01
d(4040, 4040) = 5713.42
d(4041, 4041) = 5714.84
d(4042, 4042) = 5716.25
d(4043, 4043) = 5717.67
d(4044, 4044) = 5719.08
d(4045, 4045) = 5720.49
d(4046, 4046) = 5721.91
d(4047, 4047) = 5723.32
d(4048, 4048) = 5724.74
d(4049, 4049) = 5726.15
d(4050, 4050) = 5727.56
d(4051, 4051) = 5728.98
d(4052, 4052) = 5730.39
d(4053, 4053) = 5731.81
d(4054, 4054) = 5733.22
d(4055, 4055) = 5734.64
d(4056, 4056) = 5736.05
d(4057, 4057) = 5737.46
d(4058, 4058) = 5738.88
d(4059, 4059) = 5740.29
d(4060, 4060) = 5741.71
d(4061, 4061) = 5743.12
d(4062, 4062) = 5744.54
d(4063, 4063) = 5745.95
d(4064, 4064) = 5747.36
d(4065, 4065) = 5748.78
d(4066, 4066) = 5750.19
d(4067, 4067) = 5751.61
d(4068, 4068) = 5753.02
d(4069, 4069) = 5754.43
d(4070, 4070) = 5755.85
d(4071, 4071) = 5757.26
d(4072, 4072) = 5758.68
d(4073, 4073) = 5760.09
d(4074, 4074) = 5761.51
d(4075, 4075) = 5762.92
d(4076, 4076) = 5764.33
d(4077, 4077) = 5765.75
d(4078, 4078) = 5767.16
d(4079, 4079) = 5768.58
d(4080, 4080) = 5769.99
d(4081, 4081) = 5771.41
d(4082, 4082) = 5772.82
d(4083, 4083) = 5774.23
d(4084, 4084) = 5775.65
d(4085, 4085) = 5777.06
d(4086, 4086) = 5778.48
d(4087, 4087) = 5779.89
d(4088, 4088) = 5781.31
d(4089, 4089) = 5782.72
d(4090, 4090) = 5784.13
d(4091, 4091) = 5785.55
d(4092, 4092) = 5786.96
d(4093, 4093) = 5788.38
d(4094, 4094) = 5789.79
d(4095, 4095) = 5791.2
d(4096, 4096) = 5792.62
d(4097, 4097) = 5794.03
d(4098, 4098) = 5795.45
d(4099, 4099) = 5796.86
d(4100, 4100) = 5798.28
d(4101, 4101) = 5799.69
d(4102, 4102) = 5801.1
d(4103, 4103) = 5802.52
d(4104, 4104) = 5803.93
d(4105, 4105) = 5805.35
d(4106, 4106) = 5806.76
d(4107, 4107) = 5808.18
d(4108, 4108) = 5809.59
d(4109, 4109) = 5811
d(4110, 4110) = 5812.42
d(4111, 4111) = 5813.83
d(4112, 4112) = 5815.25
d(4113, 4113) = 5816.66
d(4114, 4114) = 5818.07
d(4115, 4115) = 5819.49
d(4116, 4116) = 5820.9
d(4117, 4117) = 5822.32
d(4118, 4118) = 5823.73
d(4119, 4119) = 5825.15
d(4120, 4120) = 5826.56
d(4121, 4121) = 5827.97
d(4122, 4122) = 5829.39
d(4123, 4123) = 5830.8
d(4124, 4124) = 5832.22
d(4125, 4125) = 5833.63
d(4126, 4126) = 5835.05
d(4127, 4127) = 5836.46
d(4128, 4128) = 5837.87
d(4129, 4129) = 5839.29
d(4130, 4130) = 5840.7
d(4131, 4131) = 5842.12
d(4132, 4132) = 5843.53
d(4133, 4133) = 5844.94
d(4134, 4134) = 5846.36
d(4135, 4135) = 5847.77
d(4136, 4136) = 5849.19
d(4137, 4137) = 5850.6
d(4138, 4138) = 5852.02
d(4139, 4139) = 5853.43
d(4140, 4140) = 5854.84
d(4141, 4141) = 5856.26
d(4142, 4142) = 5857.67
d(4143, 4143) = 5859.09
d(4144, 4144) = 5860.5
d(4145, 4145) = 5861.92
d(4146, 4146) = 5863.33
d(4147, 4147) = 5864.74
d(4148, 4148) = 5866.16
d(4149, 4149) = 5867.57
d(4150, 4150) = 5868.99
d(4151, 4151) = 5870.4
d(4152, 4152) = 5871.81
d(4153, 4153) = 5873.23
d(4154, 4154) = 5874.64
d(4155, 4155) = 5876.06
d(4156, 4156) = 5877.47
d(4157, 4157) = 5878.89
d(4158, 4158) = 5880.3
d(4159, 4159) = 5881.71
d(4160, 4160) = 5883.13
d(4161, 4161) = 5884.54
d(4162, 4162) = 5885.96
d(4163, 4163) = 5887.37
d(4164, 4164) = 5888.79
d(4165, 4165) = 5890.2
d(4166, 4166) = 5891.61
d(4167, 4167) = 5893.03
d(4168, 4168) = 5894.44
d(4169, 4169) = 5895.86
d(4170, 4170) = 5897.27
d(4171, 4171) = 5898.68
d(4172, 4172) = 5900.1
d(4173, 4173) = 5901.51
d(4174, 4174) = 5902.93
d(4175, 4175) = 5904.34
d(4176, 4176) = 5905.76
d(4177, 4177) = 5907.17
d(4178, 4178) = 5908.58
d(4179, 4179) = 5910
d(4180, 4180) = 5911.41
d(4181, 4181) = 5912.83
d(4182, 4182) = 5914.24
d(4183, 4183) = 5915.66
d(4184, 4184) = 5917.07
d(4185, 4185) = 5918.48
d(4186, 4186) = 5919.9
d(4187, 4187) = 5921.31
d(4188, 4188) = 5922.73
d(4189, 4189) = 5924.14
d(4190, 4190) = 5925.55
d(4191, 4191) = 5926.97
d(4192, 4192) = 5928.38
d(4193, 4193) = 5929.8
d(4194, 4194) = 5931.21
d(4195, 4195) = 5932.63
d(4196, 4196) = 5934.04
d(4197, 4197) = 5935.45
d(4198, 4198) = 5936.87
d(4199, 4199) = 5938.28
d(4200, 4200) = 5939.7
d(4201, 4201) = 5941.11
d(4202, 4202) = 5942.53
d(4203, 4203) = 5943.94
d(4204, 4204) = 5945.35
d(4205, 4205) = 5946.77
d(4206, 4206) = 5948.18
d(4207, 4207) = 5949.6
d(4208, 4208) = 5951.01
d(4209, 4209) = 5952.42
d(4210, 4210) = 5953.84
d(4211, 4211) = 5955.25
d(4212, 4212) = 5956.67
d(4213, 4213) = 5958.08
d(4214, 4214) = 5959.5
d(4215, 4215) = 5960.91
d(4216, 4216) = 5962.32
d(4217, 4217) = 5963.74
d(4218, 4218) = 5965.15
d(4219, 4219) = 5966.57
d(4220, 4220) = 5967.98
d(4221, 4221) = 5969.4
d(4222, 4222) = 5970.81
d(4223, 4223) = 5972.22
d(4224, 4224) = 5973.64
d(4225, 4225) = 5975.05
d(4226, 4226) = 5976.47
d(4227, 4227) = 5977.88
d(4228, 4228) = 5979.29
d(4229, 4229) = 5980.71
d(4230, 4230) = 5982.12
d(4231, 4231) = 5983.54
d(4232, 4232) = 5984.95
d(4233, 4233) = 5986.37
d(4234, 4234) = 5987.78
d(4235, 4235) = 5989.19
d(4236, 4236) = 5990.61
d(4237, 4237) = 5992.02
d(4238, 4238) = 5993.44
d(4239, 4239) = 5994.85
d(4240, 4240) = 5996.27
d(4241, 4241) = 5997.68
d(4242, 4242) = 5999.09
d(4243, 4243) = 6000.51
d(4244, 4244) = 6001.92
d(4245, 4245) = 6003.34
d(4246, 4246) = 6004.75
d(4247, 4247) = 6006.16
d(4248, 4248) = 6007.58
d(4249, 4249) = 6008.99
d(4250, 4250) = 6010.41
d(4251, 4251) = 6011.82
d(4252, 4252) = 6013.24
d(4253, 4253) = 6014.65
d(4254, 4254) = 6016.06
d(4255, 4255) = 6017.48
d(4256, 4256) = 6018.89
d(4257, 4257) = 6020.31
d(4258, 4258) = 6021.72
d(4259, 4259) = 6023.14
d(4260, 4260) = 6024.55
d(4261, 4261) = 6025.96
d(4262, 4262) = 6027.38
d(4263, 4263) = 6028.79
d(4264, 4264) = 6030.21
d(4265, 4265) = 6031.62
d(4266, 4266) = 6033.04
d(4267, 4267) = 6034.45
d(4268, 4268) = 6035.86
d(4269, 4269) = 6037.28
d(4270, 4270) = 6038.69
d(4271, 4271) = 6040.11
d(4272, 4272) = 6041.52
d(4273, 4273) = 6042.93
d(4274, 4274) = 6044.35
d(4275, 4275) = 6045.76
d(4276, 4276) = 6047.18
d(4277, 4277) = 6048.59
d(4278, 4278) = 6050.01
d(4279, 4279) = 6051.42
d(4280, 4280) = 6052.83
d(4281, 4281) = 6054.25
d(4282, 4282) = 6055.66
d(4283, 4283) = 6057.08
d(4284, 4284) = 6058.49
d(4285, 4285) = 6059.91
d(4286, 4286) = 6061.32
d(4287, 4287) = 6062.73
d(4288, 4288) = 6064.15
d(4289, 4289) = 6065.56
d(4290, 4290) = 6066.98
d(4291, 4291) = 6068.39
d(4292, 4292) = 6069.8
d(4293, 4293) = 6071.22
d(4294, 4294) = 6072.63
d(4295, 4295) = 6074.05
d(4296, 4296) = 6075.46
d(4297, 4297) = 6076.88
d(4298, 4298) = 6078.29
d(4299, 4299) = 6079.7
d(4300, 4300) = 6081.12
d(4301, 4301) = 6082.53
d(4302, 4302) = 6083.95
d(4303, 4303) = 6085.36
d(4304, 4304) = 6086.78
d(4305, 4305) = 6088.19
d(4306, 4306) = 6089.6
d(4307, 4307) = 6091.02
d(4308, 4308) = 6092.43
d(4309, 4309) = 6093.85
d(4310, 4310) = 6095.26
d(4311, 4311) = 6096.67
d(4312, 4312) = 6098.09
d(4313, 4313) = 6099.5
d(4314, 4314) = 6100.92
d(4315, 4315) = 6102.33
d(4316, 4316) = 6103.75
d(4317, 4317) = 6105.16
d(4318, 4318) = 6106.57
d(4319, 4319) = 6107.99
d(4320, 4320) = 6109.4
d(4321, 4321) = 6110.82
d(4322, 4322) = 6112.23
d(4323, 4323) = 6113.65
d(4324, 4324) = 6115.06
d(4325, 4325) = 6116.47
d(4326, 4326) = 6117.89
d(4327, 4327) = 6119.3
d(4328, 4328) = 6120.72
d(4329, 4329) = 6122.13
d(4330, 4330) = 6123.54
d(4331, 4331) = 6124.96
d(4332, 4332) = 6126.37
d(4333, 4333) = 6127.79
d(4334, 4334) = 6129.2
d(4335, 4335) = 6130.62
d(4336, 4336) = 6132.03
d(4337, 4337) = 6133.44
d(4338, 4338) = 6134.86
d(4339, 4339) = 6136.27
d(4340, 4340) = 6137.69
d(4341, 4341) = 6139.1
d(4342, 4342) = 6140.52
d(4343, 4343) = 6141.93
d(4344, 4344) = 6143.34
d(4345, 4345) = 6144.76
d(4346, 4346) = 6146.17
d(4347, 4347) = 6147.59
d(4348, 4348) = 6149
d(4349, 4349) = 6150.41
d(4350, 4350) = 6151.83
d(4351, 4351) = 6153.24
d(4352, 4352) = 6154.66
d(4353, 4353) = 6156.07
d(4354, 4354) = 6157.49
d(4355, 4355) = 6158.9
d(4356, 4356) = 6160.31
d(4357, 4357) = 6161.73
d(4358, 4358) = 6163.14
d(4359, 4359) = 6164.56
d(4360, 4360) = 6165.97
d(4361, 4361) = 6167.39
d(4362, 4362) = 6168.8
d(4363, 4363) = 6170.21
d(4364, 4364) = 6171.63
d(4365, 4365) = 6173.04
d(4366, 4366) = 6174.46
d(4367, 4367) = 6175.87
d(4368, 4368) = 6177.28
d(4369, 4369) = 6178.7
d(4370, 4370) = 6180.11
d(4371, 4371) = 6181.53
d(4372, 4372) = 6182.94
d(4373, 4373) = 6184.36
d(4374, 4374) = 6185.77
d(4375, 4375) = 6187.18
d(4376, 4376) = 6188.6
d(4377, 4377) = 6190.01
d(4378, 4378) = 6191.43
d(4379, 4379) = 6192.84
d(4380, 4380) = 6194.26
d(4381, 4381) = 6195.67
d(4382, 4382) = 6197.08
d(4383, 4383) = 6198.5
d(4384, 4384) = 6199.91
d(4385, 4385) = 6201.33
d(4386, 4386) = 6202.74
d(4387, 4387) = 6204.15
d(4388, 4388) = 6205.57
d(4389, 4389) = 6206.98
d(4390, 4390) = 6208.4
d(4391, 4391) = 6209.81
d(4392, 4392) = 6211.23
d(4393, 4393) = 6212.64
d(4394, 4394) = 6214.05
d(4395, 4395) = 6215.47
d(4396, 4396) = 6216.88
d(4397, 4397) = 6218.3
d(4398, 4398) = 6219.71
d(4399, 4399) = 6221.13
d(4400, 4400) = 6222.54
d(4401, 4401) = 6223.95
d(4402, 4402) = 6225.37
d(4403, 4403) = 6226.78
d(4404, 4404) = 6228.2
d(4405, 4405) = 6229.61
d(4406, 4406) = 6231.02
d(4407, 4407) = 6232.44
d(4408, 4408) = 6233.85
d(4409, 4409) = 6235.27
d(4410, 4410) = 6236.68
d(4411, 4411) = 6238.1
d(4412, 4412) = 6239.51
d(4413, 4413) = 6240.92
d(4414, 4414) = 6242.34
d(4415, 4415) = 6243.75
d(4416, 4416) = 6245.17
d(4417, 4417) = 6246.58
d(4418, 4418) = 6248
d(4419, 4419) = 6249.41
d(4420, 4420) = 6250.82
d(4421, 4421) = 6252.24
d(4422, 4422) = 6253.65
d(4423, 4423) = 6255.07
d(4424, 4424) = 6256.48
d(4425, 4425) = 6257.9
d(4426, 4426) = 6259.31
d(4427, 4427) = 6260.72
d(4428, 4428) = 6262.14
d(4429, 4429) = 6263.55
d(4430, 4430) = 6264.97
d(4431, 4431) = 6266.38
d(4432, 4432) = 6267.79
d(4433, 4433) = 6269.21
d(4434, 4434) = 6270.62
d(4435, 4435) = 6272.04
d(4436, 4436) = 6273.45
d(4437, 4437) = 6274.87
d(4438, 4438) = 6276.28
d(4439, 4439) = 6277.69
d(4440, 4440) = 6279.11
d(4441, 4441) = 6280.52
d(4442, 4442) = 6281.94
d(4443, 4443) = 6283.35
d(4444, 4444) = 6284.77
d(4445, 4445) = 6286.18
d(4446, 4446) = 6287.59
d(4447, 4447) = 6289.01
d(4448, 4448) = 6290.42
d(4449, 4449) = 6291.84
d(4450, 4450) = 6293.25
d(4451, 4451) = 6294.66
d(4452, 4452) = 6296.08
d(4453, 4453) = 6297.49
